tick,phase,CuttingBoard_01_slot_x,CuttingBoard_01_slot_y,CuttingBoard_01_item,CuttingBoard_01_cut_time_accumulated,CuttingBoard_01_cut_stage,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Counter_26_slot_x,Counter_26_slot_y,Counter_26_item,Counter_27_slot_x,Counter_27_slot_y,Counter_27_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Delivery_53_slot_x,Delivery_53_slot_y,Delivery_53_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Dispenser_80_slot_x,Dispenser_80_slot_y,Dispenser_80_item,Delivery_83_slot_x,Delivery_83_slot_y,Delivery_83_item,Dispenser_91_slot_x,Dispenser_91_slot_y,Dispenser_91_item,Delivery_93_slot_x,Delivery_93_slot_y,Delivery_93_item,5c6af976d5df4f21_score,player_9bf1fe26_x,player_9bf1fe26_y,player_9bf1fe26_move_target,player_9bf1fe26_item,player_9bf1fe26_score,player_9bf1fe26_cut_speed,player_9bf1fe26_speed,player_715af18a_x,player_715af18a_y,player_715af18a_move_target,player_715af18a_item,player_715af18a_score,player_715af18a_cut_speed,player_715af18a_speed,802de297769fc4fc_score,6e02d9e57cb4abaa_message,ad67b11d2b6b7b1d_score
2007,train,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,tomato,1.416666666666667,1,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,136.0,24.0,,plate,1,1.0,30.0,136.0,24.0,,plate,1,1.0,30.0,,,
2008,train,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,tomato,1.416666666666667,1,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,136.0,24.0,,plate,1,1.0,30.0,136.0,24.0,,plate,1,1.0,30.0,,,
2009,train,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,tomato,1.416666666666667,1,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,136.0,24.0,,plate,1,1.0,30.0,136.0,24.0,,plate,1,1.0,30.0,,,
2010,train,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,tomato,1.416666666666667,1,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,136.0,24.0,,plate,1,1.0,30.0,136.0,24.0,,plate,1,1.0,30.0,,,
2011,train,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,tomato,1.416666666666667,1,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,136.0,24.0,,plate,1,1.0,30.0,136.0,24.0,,plate,1,1.0,30.0,,,
2012,train,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,tomato,1.416666666666667,1,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,136.0,24.0,,plate,1,1.0,30.0,136.0,24.0,,plate,1,1.0,30.0,,,
2013,train,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,tomato,1.416666666666667,1,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,136.0,24.0,,plate,1,1.0,30.0,136.0,24.0,,plate,1,1.0,30.0,,,
2014,train,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,tomato,1.416666666666667,1,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,136.0,24.0,,plate,1,1.0,30.0,136.0,24.0,,plate,1,1.0,30.0,,,
2015,train,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,tomato,1.416666666666667,1,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,136.0,24.0,,plate,1,1.0,30.0,136.0,24.0,,plate,1,1.0,30.0,,,
2016,train,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,tomato,1.416666666666667,1,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,136.0,24.0,,plate,1,1.0,30.0,136.0,24.0,,plate,1,1.0,30.0,,,
2017,train,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,tomato,1.416666666666667,1,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,136.0,24.0,,plate,1,1.0,30.0,135.11611652351553,24.88388347648305,,plate,1,1.0,30.0,,,
2018,train,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,tomato,1.416666666666667,1,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,136.0,24.0,,plate,1,1.0,30.0,134.23223304703106,25.767766952966443,,plate,1,1.0,30.0,,,
2019,train,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,tomato,1.416666666666667,1,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,136.0,24.0,,plate,1,1.0,30.0,133.3483495705466,26.651650429449848,,plate,1,1.0,30.0,,,
2020,train,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,tomato,1.416666666666667,1,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,136.0,24.0,,plate,1,1.0,30.0,132.46446609406294,27.535533905933253,,plate,1,1.0,30.0,,,
2021,train,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,tomato,1.416666666666667,1,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,136.0,24.0,,plate,1,1.0,30.0,131.5805826175798,28.419417382416658,,plate,1,1.0,30.0,,,
2022,train,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,tomato,1.416666666666667,1,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,136.0,24.0,,plate,1,1.0,30.0,130.69669914109667,29.303300858900062,,plate,1,1.0,30.0,,,
2023,train,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,tomato,1.416666666666667,1,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,136.0,24.0,,plate,1,1.0,30.0,129.81281566461354,30.187184335383467,,plate,1,1.0,30.0,,,
2024,train,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,tomato,1.416666666666667,1,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,136.0,24.0,,plate,1,1.0,30.0,128.9289321881304,31.07106781186687,,plate,1,1.0,30.0,,,
2025,train,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,tomato,1.416666666666667,1,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,136.0,24.0,,plate,1,1.0,30.0,128.04504871164727,31.954951288350276,,plate,1,1.0,30.0,,,
2026,train,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,tomato,1.416666666666667,1,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,135.11611652351553,24.88388347648305,,plate,1,1.0,30.0,127.1611652351642,32.838834764833344,,plate,1,1.0,30.0,,,
2027,train,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,tomato,1.416666666666667,1,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,134.23223304703106,25.767766952966443,,plate,1,1.0,30.0,126.27728175868116,33.72271824131639,,plate,1,1.0,30.0,,,
2028,train,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,tomato,1.416666666666667,1,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,133.3483495705466,26.651650429449848,,plate,1,1.0,30.0,125.3933982821981,34.60660171779944,,plate,1,1.0,30.0,,,
2029,train,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,tomato,1.416666666666667,1,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,132.46446609406294,27.535533905933253,,plate,1,1.0,30.0,124.50951480571506,35.4904851942827,,plate,1,1.0,30.0,,,
2030,train,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,tomato,1.416666666666667,1,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,131.5805826175798,28.419417382416658,,plate,1,1.0,30.0,123.62563132923201,36.37436867076619,,plate,1,1.0,30.0,,,
2031,train,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,tomato,1.416666666666667,1,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,130.69669914109667,29.303300858900062,,plate,1,1.0,30.0,122.74174785274896,37.25825214724968,,plate,1,1.0,30.0,,,
2032,train,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,tomato,1.416666666666667,1,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,129.81281566461354,30.187184335383467,,plate,1,1.0,30.0,121.85786437626591,38.14213562373317,,plate,1,1.0,30.0,,,
2033,train,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,tomato,1.416666666666667,1,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,128.9289321881304,31.07106781186687,,plate,1,1.0,30.0,120.97398089978286,39.02601910021666,,plate,1,1.0,30.0,,,
2034,train,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,tomato,1.416666666666667,1,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,128.04504871164727,31.954951288350276,,plate,1,1.0,30.0,120.04617444130444,39.805653184688964,,plate,1,1.0,30.0,,,
2035,train,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,tomato,1.416666666666667,1,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,127.1611652351642,32.838834764833344,,plate,1,1.0,30.0,118.79626611486002,39.820791727745956,,plate,1,1.0,30.0,,,
2036,train,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,tomato,1.416666666666667,1,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,126.27728175868116,33.72271824131639,,plate,1,1.0,30.0,117.54635778841559,39.83593027080295,,plate,1,1.0,30.0,,,
2037,train,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,tomato,1.416666666666667,1,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,125.3933982821981,34.60660171779944,,plate,1,1.0,30.0,116.29644946197116,39.85106881385981,,plate,1,1.0,30.0,,,
2038,train,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,tomato,1.416666666666667,1,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,124.50951480571506,35.4904851942827,,plate,1,1.0,30.0,115.04654113552674,39.866207356916455,,plate,1,1.0,30.0,,,
2039,train,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,tomato,1.416666666666667,1,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,123.62563132923201,36.37436867076619,,plate,1,1.0,30.0,113.79663280908231,39.8813458999731,,plate,1,1.0,30.0,,,
2040,train,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,tomato,1.416666666666667,1,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,122.74174785274896,37.25825214724968,,plate,1,1.0,30.0,112.54672448263788,39.896484443029735,,plate,1,1.0,30.0,,,
2041,train,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,tomato,1.416666666666667,1,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,121.85786437626591,38.14213562373317,,plate,1,1.0,30.0,111.29681615619346,39.91162298608638,,plate,1,1.0,30.0,,,
2042,train,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,tomato,1.416666666666667,1,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,120.97398089978286,39.02601910021666,,plate,1,1.0,30.0,110.04690782974903,39.92676152914302,,plate,1,1.0,30.0,,,
2043,train,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,tomato,1.416666666666667,1,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,120.04617444130444,39.805653184688964,,plate,1,1.0,30.0,108.7969995033046,39.94190007219966,,plate,1,1.0,30.0,,,
2044,train,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,tomato,1.416666666666667,1,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,118.79626611486002,39.820791727745956,,plate,1,1.0,30.0,107.54709117686018,39.9570386152563,,plate,1,1.0,30.0,,,
2045,train,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,tomato,1.416666666666667,1,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,117.54635778841559,39.83593027080295,,plate,1,1.0,30.0,106.29718285041575,39.972177158312945,,plate,1,1.0,30.0,,,
2046,train,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,tomato,1.416666666666667,1,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,116.29644946197116,39.85106881385981,,plate,1,1.0,30.0,105.04727452397132,39.98731570136958,,plate,1,1.0,30.0,,,
2047,train,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,tomato,1.416666666666667,1,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,115.04654113552674,39.866207356916455,,plate,1,1.0,30.0,103.79733686634414,39.99766893490247,,plate,1,1.0,30.0,,,
2048,train,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,tomato,1.416666666666667,1,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,113.79663280908231,39.8813458999731,,plate,1,1.0,30.0,102.54733687995359,39.997853385697375,,plate,1,1.0,30.0,,,
2049,train,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,tomato,1.416666666666667,1,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,112.54672448263788,39.896484443029735,,plate,1,1.0,30.0,101.29733689356304,39.99803783649228,,plate,1,1.0,30.0,,,
2050,train,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,tomato,1.416666666666667,1,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,111.29681615619346,39.91162298608638,,plate,1,1.0,30.0,100.0473369071725,39.998222287287184,,plate,1,1.0,30.0,,,
2051,train,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,tomato,1.416666666666667,1,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,110.04690782974903,39.92676152914302,,plate,1,1.0,30.0,98.79733692078194,39.99840673808209,,plate,1,1.0,30.0,,,
2052,train,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,tomato,1.416666666666667,1,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,108.7969995033046,39.94190007219966,,plate,1,1.0,30.0,97.5473369343914,39.99859118887699,,plate,1,1.0,30.0,,,
2053,train,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,tomato,1.416666666666667,1,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,107.54709117686018,39.9570386152563,,plate,1,1.0,30.0,96.29733694800085,39.9987756396719,,plate,1,1.0,30.0,,,
2054,train,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,tomato,1.416666666666667,1,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,106.29718285041575,39.972177158312945,,plate,1,1.0,30.0,95.0473369616103,39.9989600904668,,plate,1,1.0,30.0,,,
2055,train,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,tomato,1.416666666666667,1,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,105.04727452397132,39.98731570136958,,plate,1,1.0,30.0,93.79733697521975,39.99914454126161,,plate,1,1.0,30.0,,,
2056,train,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,tomato,1.416666666666667,1,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,103.79733686634414,39.99766893490247,,plate,1,1.0,30.0,92.5473369888292,39.99932899205616,,plate,1,1.0,30.0,,,
2057,train,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,tomato,1.416666666666667,1,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,102.54733687995359,39.997853385697375,,plate,1,1.0,30.0,91.29733700243865,39.999513442850706,,plate,1,1.0,30.0,,,
2058,train,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,tomato,1.416666666666667,1,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,101.29733689356304,39.99803783649228,,plate,1,1.0,30.0,90.0473370160481,39.999697893645255,,plate,1,1.0,30.0,,,
2059,train,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,tomato,1.416666666666667,1,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,100.0473369071725,39.998222287287184,,plate,1,1.0,30.0,88.79733702965756,39.999882344439804,,plate,1,1.0,30.0,,,
2060,train,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,tomato,1.416666666666667,1,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,98.79733692078194,39.99840673808209,,plate,1,1.0,30.0,87.54733703619142,39.99997204937522,,plate,1,1.0,30.0,,,
2061,train,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,tomato,1.416666666666667,1,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,97.5473369343914,39.99859118887699,,plate,1,1.0,30.0,86.29733703619398,39.99997429659456,,plate,1,1.0,30.0,,,
2062,train,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,tomato,1.416666666666667,1,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,96.29733694800085,39.9987756396719,,plate,1,1.0,30.0,85.04733703619654,39.99997654381421,,plate,1,1.0,30.0,,,
2063,train,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,tomato,1.416666666666667,1,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,95.0473369616103,39.9989600904668,,plate,1,1.0,30.0,83.7973370361991,39.99997879103387,,plate,1,1.0,30.0,,,
2064,train,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,tomato,1.416666666666667,1,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,93.79733697521975,39.99914454126161,,plate,1,1.0,30.0,82.54733703620165,39.99998103825352,,plate,1,1.0,30.0,,,
2065,train,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,tomato,1.416666666666667,1,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,92.5473369888292,39.99932899205616,,plate,1,1.0,30.0,81.29733703620421,39.99998328547318,,plate,1,1.0,30.0,,,
2066,train,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,tomato,1.416666666666667,1,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,91.29733700243865,39.999513442850706,,plate,1,1.0,30.0,80.04733703620677,39.99998553269283,,plate,1,1.0,30.0,,,
2067,train,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,tomato,1.416666666666667,1,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,90.0473370160481,39.999697893645255,,plate,1,1.0,30.0,78.79733703620933,39.99998777991249,,plate,1,1.0,30.0,,,
2068,train,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,tomato,1.416666666666667,1,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,88.79733702965756,39.999882344439804,,plate,1,1.0,30.0,77.54733703621189,39.99999002713214,,plate,1,1.0,30.0,,,
