tick,phase,collision,CuttingBoard_01_slot_x,CuttingBoard_01_slot_y,CuttingBoard_01_item,CuttingBoard_01_cut_time_accumulated,CuttingBoard_01_cut_stage,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Counter_26_slot_x,Counter_26_slot_y,Counter_26_item,Counter_27_slot_x,Counter_27_slot_y,Counter_27_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Delivery_53_slot_x,Delivery_53_slot_y,Delivery_53_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Dispenser_80_slot_x,Dispenser_80_slot_y,Dispenser_80_item,Delivery_83_slot_x,Delivery_83_slot_y,Delivery_83_item,Dispenser_91_slot_x,Dispenser_91_slot_y,Dispenser_91_item,Delivery_93_slot_x,Delivery_93_slot_y,Delivery_93_item,1e350d0137cdfd5c_score,player_62c672d6_x,player_62c672d6_y,player_62c672d6_move_target,player_62c672d6_item,player_62c672d6_score,player_62c672d6_cut_speed,player_62c672d6_speed,player_4640a8f4_x,player_4640a8f4_y,player_4640a8f4_move_target,player_4640a8f4_item,player_4640a8f4_score,player_4640a8f4_cut_speed,player_4640a8f4_speed,e8be5c83af8c5dae_score,4ff594504e308050_message,e3a1ac365ebce727_score
3339,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,2.4999999999999996,2,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,35.49999999998806,24.0,,tomato,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,0.0
3340,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,2.4999999999999996,2,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,34.24999999998778,24.0,,tomato,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,0.0
3341,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,2.4999999999999996,2,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,32.999999999987494,24.0,,tomato,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,0.0
3342,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,2.4999999999999996,2,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,31.749999999987285,24.0,,tomato,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,0.0
3343,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,2.4999999999999996,2,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,30.499999999987356,24.0,,tomato,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,0.0
3344,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,2.4999999999999996,2,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,29.249999999987427,24.0,,tomato,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,0.0
3345,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,2.4999999999999996,2,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,27.999999999987498,24.0,,tomato,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,0.0
3346,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,2.4999999999999996,2,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,26.74999999998757,24.0,,tomato,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,0.0
3347,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,2.4999999999999996,2,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,25.49999999998764,24.0,,tomato,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,0.0
3348,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,2.4999999999999996,2,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.24999999998771,24.0,,tomato,0,1.0,30.0,134.75000000000114,24.0,,plate,0,1.0,30.0,,,0.0
3349,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,2.4999999999999996,2,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,tomato,0,1.0,30.0,133.50000000000227,24.0,,plate,0,1.0,30.0,,,0.0
3350,test,True,0,1,tomato,0.0,0,0,2,,0.0,0,1,0,tomato,2.4999999999999996,2,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,132.2500000000034,24.0,,plate,0,1.0,30.0,,,0.0
3351,test,True,0,1,tomato,0.041666666666666664,0,0,2,,0.0,0,1,0,tomato,2.4999999999999996,2,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,131.00000000000455,24.0,,plate,0,1.0,30.0,,,0.0
3352,test,True,0,1,tomato,0.08333333333333333,0,0,2,,0.0,0,1,0,tomato,2.4999999999999996,2,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,129.75000000000568,24.0,,plate,0,1.0,30.0,,,0.0
3353,test,True,0,1,tomato,0.125,0,0,2,,0.0,0,1,0,tomato,2.4999999999999996,2,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,128.50000000000682,24.0,,plate,0,1.0,30.0,,,0.0
3354,test,True,0,1,tomato,0.16666666666666666,0,0,2,,0.0,0,1,0,tomato,2.4999999999999996,2,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,127.2500000000071,24.0,,plate,0,1.0,30.0,,,0.0
3355,test,True,0,1,tomato,0.20833333333333331,0,0,2,,0.0,0,1,0,tomato,2.4999999999999996,2,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,126.00000000000682,24.0,,plate,0,1.0,30.0,,,0.0
3356,test,True,0,1,tomato,0.24999999999999997,0,0,2,,0.0,0,1,0,tomato,2.4999999999999996,2,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,124.75000000000654,24.0,,plate,0,1.0,30.0,,,0.0
3357,test,True,0,1,tomato,0.29166666666666663,0,0,2,,0.0,0,1,0,tomato,2.4999999999999996,2,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,123.50000000000625,24.0,,plate,0,1.0,30.0,,,0.0
3358,test,True,0,1,tomato,0.3333333333333333,0,0,2,,0.0,0,1,0,tomato,2.4999999999999996,2,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,122.25000000000597,24.0,,plate,0,1.0,30.0,,,0.0
3359,test,True,0,1,tomato,0.375,0,0,2,,0.0,0,1,0,tomato,2.4999999999999996,2,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,121.00000000000568,24.0,,plate,0,1.0,30.0,,,0.0
3360,test,True,0,1,tomato,0.4166666666666667,0,0,2,,0.0,0,1,0,tomato,2.4999999999999996,2,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,119.8763439699661,24.30755190613945,,plate,0,1.0,30.0,,,0.0
3361,test,True,0,1,tomato,0.45833333333333337,0,0,2,,0.0,0,1,0,tomato,2.4999999999999996,2,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,118.9873267412821,25.186271637966456,,plate,0,1.0,30.0,,,0.0
3362,test,True,0,1,tomato,0.5,0,0,2,,0.0,0,1,0,tomato,2.4999999999999996,2,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,118.0983095125981,26.06499136979346,,plate,0,1.0,30.0,,,0.0
3363,test,True,0,1,tomato,0.5416666666666666,0,0,2,,0.0,0,1,0,tomato,2.4999999999999996,2,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,117.20929228391411,26.943711101620465,,plate,0,1.0,30.0,,,0.0
3364,test,True,0,1,tomato,0.5833333333333333,0,0,2,,0.0,0,1,0,tomato,2.4999999999999996,2,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,116.32027505523011,27.82243083344747,,plate,0,1.0,30.0,,,0.0
3365,test,True,0,1,tomato,0.6249999999999999,0,0,2,,0.0,0,1,0,tomato,2.4999999999999996,2,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,115.43125782654612,28.70115056527412,,plate,0,1.0,30.0,,,0.0
3366,test,True,0,1,tomato,0.6666666666666665,0,0,2,,0.0,0,1,0,tomato,2.4999999999999996,2,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,114.54224059786175,29.57987029710077,,plate,0,1.0,30.0,,,0.0
3367,test,True,0,1,tomato,0.7083333333333331,0,0,2,,0.0,0,1,0,tomato,2.4999999999999996,2,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,113.6532233691772,30.458590028927418,,plate,0,1.0,30.0,,,0.0
3368,test,True,0,1,tomato,0.7499999999999998,0,0,2,,0.0,0,1,0,tomato,2.4999999999999996,2,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,112.76420614049265,31.337309760754067,,plate,0,1.0,30.0,,,0.0
3369,test,True,0,1,tomato,0.7916666666666664,0,0,2,,0.0,0,1,0,tomato,2.4999999999999996,2,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,111.87518891180801,32.2160294925808,,plate,0,1.0,30.0,,,0.0
3370,test,True,0,1,tomato,0.833333333333333,0,0,2,,0.0,0,1,0,tomato,2.4999999999999996,2,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,110.98617168312309,33.094749224407806,,plate,0,1.0,30.0,,,0.0
3371,test,True,0,1,tomato,0.8749999999999997,0,0,2,,0.0,0,1,0,tomato,2.4999999999999996,2,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,110.09715445443817,33.97346895623481,,plate,0,1.0,30.0,,,0.0
3372,test,True,0,1,tomato,0.9166666666666663,0,0,2,,0.0,0,1,0,tomato,2.4999999999999996,2,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,109.20813722575326,34.852188688061815,,plate,0,1.0,30.0,,,0.0
3373,test,True,0,1,tomato,0.9583333333333329,0,0,2,,0.0,0,1,0,tomato,2.4999999999999996,2,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,108.31911999706834,35.73090841988882,,plate,0,1.0,30.0,,,0.0
3374,test,True,0,1,tomato,0.9999999999999996,0,0,2,,0.0,0,1,0,tomato,2.4999999999999996,2,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,107.43010276838343,36.609628151715825,,plate,0,1.0,30.0,,,0.0
3375,test,True,0,1,tomato,1.0416666666666663,1,0,2,,0.0,0,1,0,tomato,2.4999999999999996,2,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,106.54108553969851,37.48834788354283,,plate,0,1.0,30.0,,,0.0
3376,test,True,0,1,tomato,1.083333333333333,1,0,2,,0.0,0,1,0,tomato,2.4999999999999996,2,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,105.6520683110136,38.367067615369834,,plate,0,1.0,30.0,,,0.0
3377,test,True,0,1,tomato,1.1249999999999998,1,0,2,,0.0,0,1,0,tomato,2.4999999999999996,2,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,104.76305108232869,39.24578734719684,,plate,0,1.0,30.0,,,0.0
3378,test,True,0,1,tomato,1.1666666666666665,1,0,2,,0.0,0,1,0,tomato,2.4999999999999996,2,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,103.74411162538074,39.81349821690576,,plate,0,1.0,30.0,,,0.0
3379,test,True,0,1,tomato,1.2083333333333333,1,0,2,,0.0,0,1,0,tomato,2.4999999999999996,2,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,102.49419931818743,39.82830444284919,,plate,0,1.0,30.0,,,0.0
3380,test,True,0,1,tomato,1.25,1,0,2,,0.0,0,1,0,tomato,2.4999999999999996,2,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,101.24428701099411,39.84311066879262,,plate,0,1.0,30.0,,,0.0
3381,test,True,0,1,tomato,1.2916666666666667,1,0,2,,0.0,0,1,0,tomato,2.4999999999999996,2,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,99.9943747038008,39.85791689473605,,plate,0,1.0,30.0,,,0.0
3382,test,True,0,1,tomato,1.3333333333333335,1,0,2,,0.0,0,1,0,tomato,2.4999999999999996,2,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,98.74446239660749,39.87272312067948,,plate,0,1.0,30.0,,,0.0
3383,test,True,0,1,tomato,1.3750000000000002,1,0,2,,0.0,0,1,0,tomato,2.4999999999999996,2,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,97.49455008941418,39.88752934662291,,plate,0,1.0,30.0,,,0.0
3384,test,True,0,1,tomato,1.416666666666667,1,0,2,,0.0,0,1,0,tomato,2.4999999999999996,2,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,96.24463778222086,39.902335572566344,,plate,0,1.0,30.0,,,0.0
3385,test,True,0,1,tomato,1.4583333333333337,1,0,2,,0.0,0,1,0,tomato,2.4999999999999996,2,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,94.99472547502755,39.917141798509775,,plate,0,1.0,30.0,,,0.0
3386,test,True,0,1,tomato,1.5000000000000004,1,0,2,,0.0,0,1,0,tomato,2.4999999999999996,2,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,93.74481316783424,39.931948024453206,,plate,0,1.0,30.0,,,0.0
3387,test,True,0,1,tomato,1.5416666666666672,1,0,2,,0.0,0,1,0,tomato,2.4999999999999996,2,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,92.49490086064093,39.94675425039664,,plate,0,1.0,30.0,,,0.0
3388,test,True,0,1,tomato,1.583333333333334,1,0,2,,0.0,0,1,0,tomato,2.4999999999999996,2,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,91.24498855344761,39.96156047634007,,plate,0,1.0,30.0,,,0.0
3389,test,True,0,1,tomato,1.6250000000000007,1,0,2,,0.0,0,1,0,tomato,2.4999999999999996,2,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,89.9950762462543,39.97636670228327,,plate,0,1.0,30.0,,,0.0
3390,test,True,0,1,tomato,1.6666666666666674,1,0,2,,0.0,0,1,0,tomato,2.4999999999999996,2,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,88.74516393906099,39.99117292822635,,plate,0,1.0,30.0,,,0.0
3391,test,True,0,1,tomato,1.7083333333333341,1,0,2,,0.0,0,1,0,tomato,2.4999999999999996,2,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,87.49520253103098,39.99778761283382,,plate,0,1.0,30.0,,,0.0
3392,test,True,0,1,tomato,1.7500000000000009,1,0,2,,0.0,0,1,0,tomato,2.4999999999999996,2,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,86.24520254377215,39.997966086391884,,plate,0,1.0,30.0,,,0.0
3393,test,True,0,1,tomato,1.7916666666666676,1,0,2,,0.0,0,1,0,tomato,2.4999999999999996,2,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,84.99520255651332,39.99814455994995,,plate,0,1.0,30.0,,,0.0
3394,test,True,0,1,tomato,1.8333333333333344,1,0,2,,0.0,0,1,0,tomato,2.4999999999999996,2,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,83.74520256925449,39.998323033508015,,plate,0,1.0,30.0,,,0.0
3395,test,True,0,1,tomato,1.875000000000001,1,0,2,,0.0,0,1,0,tomato,2.4999999999999996,2,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,82.49520258199566,39.99850150706608,,plate,0,1.0,30.0,,,0.0
3396,test,True,0,1,tomato,1.9166666666666679,1,0,2,,0.0,0,1,0,tomato,2.4999999999999996,2,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,81.24520259473682,39.998679980624146,,plate,0,1.0,30.0,,,0.0
3397,test,True,0,1,tomato,1.9583333333333346,1,0,2,,0.0,0,1,0,tomato,2.4999999999999996,2,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,79.99520260747799,39.99885845418221,,plate,0,1.0,30.0,,,0.0
3398,test,True,0,1,tomato,2.0000000000000013,2,0,2,,0.0,0,1,0,tomato,2.4999999999999996,2,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,78.74520262021916,39.99903692774028,,plate,0,1.0,30.0,,,0.0
3399,test,True,0,1,tomato,2.041666666666668,2,0,2,,0.0,0,1,0,tomato,2.4999999999999996,2,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,77.49520263296033,39.99921540129834,,plate,0,1.0,30.0,,,0.0
3400,test,True,0,1,tomato,2.0833333333333344,2,0,2,,0.0,0,1,0,tomato,2.4999999999999996,2,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,76.2452026457015,39.99939387485641,,plate,0,1.0,30.0,,,0.0
3401,test,True,0,1,tomato,2.125000000000001,2,0,2,,0.0,0,1,0,tomato,2.4999999999999996,2,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,74.99520265844266,39.999572348414475,,plate,0,1.0,30.0,,,0.0
3402,test,True,0,1,tomato,2.1666666666666674,2,0,2,,0.0,0,1,0,tomato,2.4999999999999996,2,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,73.74520267118383,39.99975082197275,,plate,0,1.0,30.0,,,0.0
3403,test,True,0,1,tomato,2.208333333333334,2,0,2,,0.0,0,1,0,tomato,2.4999999999999996,2,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,72.495202683925,39.99992929553117,,plate,0,1.0,30.0,,,0.0
3404,test,True,0,1,tomato,2.2500000000000004,2,0,2,,0.0,0,1,0,tomato,2.4999999999999996,2,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,71.5193913528273,40.66763899269328,,plate,0,1.0,30.0,,,0.0
