tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_03_slot_x,CuttingBoard_03_slot_y,CuttingBoard_03_item,CuttingBoard_03_cut_time_accumulated,CuttingBoard_03_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,71337cd02ebb4bc9_score,player_3571721d_x,player_3571721d_y,player_3571721d_move_target,player_3571721d_item,player_3571721d_score,player_3571721d_cut_speed,player_3571721d_speed,player_8fd3d7f5_x,player_8fd3d7f5_y,player_8fd3d7f5_move_target,player_8fd3d7f5_item,player_8fd3d7f5_score,player_8fd3d7f5_cut_speed,player_8fd3d7f5_speed
89,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,88.0,40.0,,,0,0.2,30.0
90,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.500000000000256,,,0,1.0,12.0,88.0,40.0,,,0,0.2,30.0
91,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,41.00000000000051,,,0,1.0,12.0,88.0,40.0,,,0,0.2,30.0
92,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,41.50000000000077,,,0,1.0,12.0,88.0,40.0,,,0,0.2,30.0
93,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,42.00000000000102,,,0,1.0,12.0,88.0,40.0,,,0,0.2,30.0
94,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,42.50000000000128,,,0,1.0,12.0,88.0,40.0,,,0,0.2,30.0
95,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,43.000000000001535,,,0,1.0,12.0,88.0,40.0,,,0,0.2,30.0
96,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,43.50000000000179,,,0,1.0,12.0,88.0,40.0,,,0,0.2,30.0
97,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,44.000000000002046,,,0,1.0,12.0,88.0,40.0,,,0,0.2,30.0
98,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,44.5000000000023,,,0,1.0,12.0,88.0,40.0,,,0,0.2,30.0
99,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,45.00000000000256,,,0,1.0,12.0,88.0,40.0,,,0,0.2,30.0
100,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,45.500000000002814,,,0,1.0,12.0,88.0,40.0,,,0,0.2,30.0
101,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,46.00000000000307,,,0,1.0,12.0,88.0,40.0,,,0,0.2,30.0
102,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,46.500000000003325,,,0,1.0,12.0,88.0,40.0,,,0,0.2,30.0
103,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,47.00000000000358,,,0,1.0,12.0,88.0,40.0,,,0,0.2,30.0
104,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,47.50000000000384,,,0,1.0,12.0,88.0,40.0,,,0,0.2,30.0
105,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,48.00000000000409,,,0,1.0,12.0,88.0,40.0,,,0,0.2,30.0
106,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,48.50000000000435,,,0,1.0,12.0,88.0,40.0,,,0,0.2,30.0
107,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,49.000000000004604,,,0,1.0,12.0,87.11611652351695,39.11611652351695,,,0,0.2,30.0
108,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,49.50000000000486,,,0,1.0,12.0,86.2322330470339,38.2322330470339,,,0,0.2,30.0
109,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,50.000000000005116,,,0,1.0,12.0,85.34834957055085,37.34834957055085,,,0,0.2,30.0
110,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,50.50000000000537,,,0,1.0,12.0,84.4644660940678,36.4644660940678,,,0,0.2,30.0
111,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,51.00000000000563,,,0,1.0,12.0,83.58058261758475,35.58058261758475,,,0,0.2,30.0
112,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,51.50000000000588,,,0,1.0,12.0,82.6966991411017,34.6966991411017,,,0,0.2,30.0
113,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,52.00000000000614,,,0,1.0,12.0,81.81281566461865,33.812815664618654,,,0,0.2,30.0
114,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,52.500000000006395,,,0,1.0,12.0,80.9289321881356,32.928932188135605,,,0,0.2,30.0
115,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,53.00000000000665,,,0,1.0,12.0,80.04504871165256,32.045048711652555,,,0,0.2,30.0
116,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,53.50000000000691,,,0,1.0,12.0,79.1611652351695,31.161165235169506,,,0,0.2,30.0
117,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,54.00000000000716,,,0,1.0,12.0,78.27728175868646,30.277281758686456,,,0,0.2,30.0
118,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,54.50000000000742,,,0,1.0,12.0,77.3933982822034,29.393398282203407,,,0,0.2,30.0
119,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,55.000000000007674,,,0,1.0,12.0,76.50951480572036,28.509514805720357,,,0,0.2,30.0
120,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,55.50000000000793,,,0,1.0,12.0,75.62563132923731,27.625631329237308,,,0,0.2,30.0
121,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.000000000008185,,,0,1.0,12.0,74.74174785275426,26.74174785275426,,,0,0.2,30.0
122,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.50000000000844,,,0,1.0,12.0,73.85786437627121,25.85786437627121,,,0,0.2,30.0
123,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,57.0000000000087,,,0,1.0,12.0,72.97398089978816,24.97398089978816,,,0,0.2,30.0
124,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,57.50000000000895,,,0,1.0,12.0,72.0,24.0,,,0,0.2,30.0
125,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,58.00000000000921,,,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
126,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,58.500000000009464,,,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
127,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,59.00000000000972,,,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
128,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,59.500000000009976,,,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
129,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,60.00000000001023,,,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
130,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,60.50000000001049,,,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
131,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,61.00000000001074,,,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
132,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,61.500000000011,,,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
133,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,62.000000000011255,,,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
134,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,62.50000000001151,,,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
135,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,63.00000000001177,,,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
136,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,63.50000000001202,,,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
137,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,64.00000000001228,,,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
138,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,64.50000000001182,,,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
139,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,65.00000000001137,,,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
140,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,65.50000000001091,,,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
141,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,66.00000000001046,,,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
142,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,66.50000000001,,,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
143,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,67.00000000000955,,,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
144,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,67.5000000000091,,,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
145,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,68.00000000000864,,,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
146,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,68.50000000000819,,,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
147,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,69.00000000000773,,,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
148,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,69.50000000000728,,,0,1.0,12.0,71.11611652351695,24.88388347648305,,tomato,0,0.2,30.0
149,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,70.00000000000682,,,0,1.0,12.0,70.2322330470339,25.7677669529661,,tomato,0,0.2,30.0
150,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,70.50000000000637,,,0,1.0,12.0,69.34834957055085,26.65165042944915,,tomato,0,0.2,30.0
151,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,71.00000000000591,,,0,1.0,12.0,68.4644660940678,27.535533905932198,,tomato,0,0.2,30.0
152,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,71.50000000000546,,,0,1.0,12.0,67.58058261758475,28.419417382415247,,tomato,0,0.2,30.0
153,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,72.000000000005,,,0,1.0,12.0,66.6966991411017,29.303300858898297,,tomato,0,0.2,30.0
154,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,72.50000000000455,,,0,1.0,12.0,65.81281566461865,30.187184335381346,,tomato,0,0.2,30.0
155,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,73.00000000000409,,,0,1.0,12.0,64.9289321881356,31.071067811864395,,tomato,0,0.2,30.0
156,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,73.50000000000364,,,0,1.0,12.0,64.04504871165256,31.954951288347445,,tomato,0,0.2,30.0
157,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,74.00000000000318,,,0,1.0,12.0,63.161165235169506,32.838834764830494,,tomato,0,0.2,30.0
158,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,74.50000000000273,,,0,1.0,12.0,62.277281758686456,33.722718241313544,,tomato,0,0.2,30.0
159,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,75.00000000000227,,,0,1.0,12.0,61.39339828220341,34.60660171779659,,tomato,0,0.2,30.0
160,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,75.50000000000182,,,0,1.0,12.0,60.50951480572036,35.49048519427964,,tomato,0,0.2,30.0
161,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,76.00000000000136,,,0,1.0,12.0,59.62563132923731,36.37436867076269,,tomato,0,0.2,30.0
162,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,76.50000000000091,,,0,1.0,12.0,58.74174785275426,37.25825214724574,,tomato,0,0.2,30.0
163,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,77.00000000000045,,,0,1.0,12.0,57.85786437627121,38.14213562372879,,tomato,0,0.2,30.0
164,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,77.5,,,0,1.0,12.0,56.97398089978816,39.02601910021184,,tomato,0,0.2,30.0
165,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,77.99999999999955,,,0,1.0,12.0,56.0,40.0,,tomato,0,0.2,30.0
166,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,77.5,,,0,1.0,12.0,56.0,40.0,,,0,0.2,30.0
167,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,77.00000000000045,,,0,1.0,12.0,56.0,40.0,,,0,0.2,30.0
168,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,76.50000000000091,,,0,1.0,12.0,56.0,40.0,,,0,0.2,30.0
169,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,76.00000000000136,,,0,1.0,12.0,56.0,40.0,,,0,0.2,30.0
170,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,75.50000000000182,,,0,1.0,12.0,56.0,40.0,,,0,0.2,30.0
171,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,75.00000000000227,,,0,1.0,12.0,56.0,40.0,,,0,0.2,30.0
172,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,74.50000000000273,,,0,1.0,12.0,56.0,40.0,,,0,0.2,30.0
173,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,74.00000000000318,,,0,1.0,12.0,56.0,40.0,,,0,0.2,30.0
174,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,73.50000000000364,,,0,1.0,12.0,56.0,40.0,,,0,0.2,30.0
175,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,73.00000000000409,,,0,1.0,12.0,56.0,40.0,,,0,0.2,30.0
176,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,72.50000000000455,,,0,1.0,12.0,56.0,40.0,,,0,0.2,30.0
